x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68
1.0,1.280053758665113e-31,1.0,1.2918113325132495e-31,2.641335281702306e-30,1.0,1.0,1.1190228945219573e-30,1.2690138825467378e-30,3.6203387693167403e-31,2.743398997331846e-31,8.136556168908283e-32,1.8028486343962953e-31,7.274611722983442e-31,2.686664637881163e-31,7.699403414453304e-32,2.473384640132585e-31,1.38732106489887e-31,2.963362243903065e-31,2.115672050016661e-31,1.2829232468103973e-30,2.6103137779268528e-30,9.178076019933059e-31,1.8316395539267433e-30,3.1357576351647384e-30,1.132333487336896e-30,2.3534884885969793e-30,5.628584274444488e-31,1.3240758483725138e-30,2.4736789667272623e-30,1.0,3.1514412152670834e-30,2.2047575154997277e-30,2.4254867172611684e-30,7.711165716568844e-32,2.2730431431528276e-30,2.894514520755827e-30,2.2495310346344118e-30,1.2615176872969738e-30,8.145796646050718e-32,1.1200470388319738e-31,8.960376310655791e-32,8.0988883785231e-32,2.4476797214073254e-31,2.98679210355193e-31,1.7920752621311582e-31,1.7233919475460142e-31,3.9061581043248223e-31,1.051071824204176e-31,1.2210235995005404e-30,1.49651189342183e-31,8.700418686957294e-31,5.067319705369032e-31,9.271078116135988e-32,2.473561343706107e-30,2.3749843223472975e-30,6.162044932419857e-32,9.178076019933059e-31,1.880550964832502e-31,2.7139779095454353e-31,3.372706347740252e-31,2.963362243903065e-31,1.9864272046788986e-31,2.412431144089114e-31,1.4432013999945769e-31,1.0395745396256738e-31,2.1958552609033025e-30,6.255816107554e-32
