x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58
11.0,8.0,10.0,11.094496338713128,3.482551770684198,3.0,5.0,5.166381308638481,2.265478443006163,8.328752432830271,0.7606121844749162,5.724299446081947,1.0485475680553922,1.7599904027736806,9.334505935939447,0.5770481093973274,0.6070874872000933,2.2984161740867775,1.0008421263890366,4.635877500018308,3.024912169715057,2.3273039665766713,2.999157873610963,4.370863400577794,3.5020302440147955,5.827830216547377,8.14255321941038,0.4939093909288522,12.729696395911375,8.874685183736383e-31,7.0,8.813055425515991e-31,6.905503661286872,0.517448229315802,1.0600318413907346e-30,4.714676503859953e-31,0.8336186913615187,0.7345215569938368,2.671247567169729,3.239387815525084,11.275700553918055,4.951452431944608,1.2400095972263194,3.665494064060553,11.422951890602672,3.392912512799907,18.70158382591322,2.999157873610964,4.364122499981692,0.9750878302849428,0.6726960334233291,1.0008421263890366,0.6291365994222062,0.49796975598520443,1.172169783452624,0.8574467805896212,1.506090609071148,2.270303604088626
